"","school","opponent","cbsRankDiff","cbsConfRankDiff","rushTdsAvgLagDiff","rushingYardsAvgLagDiff","totalYardsAvgLagDiff","yardsPerPassAvgLagDiff","penaltyYardsAvgLagDiff","turnoversAvgLagDiff","completionPercentAvgLagDiff","rushTdsLagDiff","rushingYardsLagDiff","totalYardsLagDiff","yardsPerPassLagDiff","penaltyYardsLagDiff","turnoversLagDiff","completionPercentLagDiff","spreadOpen","moneyline","overUnderOpen","week","pointsDiff"
"195","USC","Stanford",-102,0,1,2,95,2.8,-24,0,-0.0079999999999999,1,2,95,2.8,-24,0,-0.00873015873015792,-30,-10000,71,2,46
"196","Stanford","USC",102,0,-1,-2,-95,-2.8,24,0,0.0079999999999999,-1,-2,-95,-2.8,24,0,0.00873015873015792,30,1600,71,2,-46
"197","UAB","Georgia Southern",42,9.6033962264151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,190,59,2,-14
"198","Georgia Southern","UAB",-42,-9.6033962264151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-230,59,2,14
"199","Jacksonville State","Coastal Carolina",-87,19.0683962264151,4,166.5,-25.5,-1.65,13.5,-3,-0.0590000000000001,6,181,19,0,20,-3,0.033047735618115,13,390,56.5,2,-14
"200","Coastal Carolina","Jacksonville State",87,-19.0683962264151,-4,-166.5,25.5,1.65,-13.5,3,0.0590000000000001,-6,-181,-19,0,-20,3,-0.033047735618115,-13,-550,56.5,2,14
"201","Connecticut","Georgia State",55,11.1198668146504,-1,-71,-151,-5.5,-4,1,-0.281,-1,-71,-151,-5.5,-4,1,-0.281481481481482,5,135,54.5,2,-21
"202","Georgia State","Connecticut",-55,-11.1198668146504,1,71,151,5.5,4,-1,0.281,1,71,151,5.5,4,-1,0.281481481481482,-5,-160,54.5,2,21
"203","UT San Antonio","Texas State",23,9.6033962264151,-2,65,-24,-4.1,33,1,-0.233,-2,65,-24,-4.1,33,1,-0.233333333333333,-11,0,62,2,7
"204","Texas State","UT San Antonio",-23,-9.6033962264151,2,-65,24,4.1,-33,-1,0.233,2,-65,24,4.1,-33,-1,0.233333333333333,11,335,62,2,-7
"205","Rice","Houston",3,42.1512280701754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,275,52.5,2,2
"206","Houston","Rice",-3,-42.1512280701754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-350,52.5,2,-2
"207","New Mexico State","Liberty",49,0,2,0,171,6.05,5.5,0.5,0.133,4,24,261,10.1,22,-1,0.222727272727273,13,390,56.5,2,-16
"208","Liberty","New Mexico State",-49,0,-2,0,-171,-6.05,-5.5,-0.5,-0.133,-4,-24,-261,-10.1,-22,1,-0.222727272727273,-13,-550,56.5,2,16
"209","South Carolina","Georgia",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1300,55,3,-10
"210","Georgia","South Carolina",-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,-7000,55,3,10
"211","Tennessee","Florida",-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.5,-260,57.5,3,-13
"212","Florida","Tennessee",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,215,57.5,3,13
"213","Akron","Kentucky",111,66.5568475452198,-1,-39,-75,-0.7,31,0,0.005,-1,-39,-75,-0.7,31,0,0.00556173526140102,24.5,1100,50.5,3,-32
"214","Kentucky","Akron",-111,-66.5568475452198,1,39,75,0.7,-31,0,-0.005,1,39,75,0.7,-31,0,-0.00556173526140102,-24.5,-3500,50.5,3,32
"215","UNLV","Vanderbilt",-14,45.5335917312662,4.5,194,34,-3.05,-12,0.5,-0.025,5,159,-29,-2.8,3,-1,-0.041666666666667,4,175,57,3,3
"216","Vanderbilt","UNLV",14,-45.5335917312662,-4.5,-194,-34,3.05,12,-0.5,0.025,-5,-159,29,2.8,-3,1,0.041666666666667,-4,-210,57,3,-3
"217","South Florida","Alabama",80,54.9377777777778,2,267,178,-4.5,10,1,-0.078,2,267,178,-4.5,10,1,-0.077342047930283,31.5,2500,61.5,3,-14
"218","Alabama","South Florida",-80,-54.9377777777778,-2,-267,-178,4.5,-10,-1,0.078,-2,-267,-178,4.5,-10,-1,0.077342047930283,-31.5,-20000,61.5,3,14
"219","Georgia Tech","Ole Miss",60,14.3313492063492,1,86,125,0,-31,1,-0.049,1,86,125,0,-31,1,-0.049107142857143,19,750,63,3,-25
"220","Ole Miss","Georgia Tech",-60,-14.3313492063492,-1,-86,-125,0,31,-1,0.049,-1,-86,-125,0,31,-1,0.049107142857143,-19,-1400,63,3,25
"221","LSU","Mississippi State",-30,0,1,-32,152,-0.0999999999999996,-60,1,-0.17,1,-32,152,-0.0999999999999996,-60,1,-0.170111287758346,-9,-400,54.5,3,27
"222","Mississippi State","LSU",30,0,-1,32,-152,0.0999999999999996,60,-1,0.17,-1,32,-152,0.0999999999999996,60,-1,0.170111287758346,9,300,54.5,3,-27
"223","BYU","Arkansas",-16,12.7865497076024,-1,7,-122,-6.6,-20,0,-0.194,-1,7,-122,-6.6,-20,0,-0.193939393939394,10,295,52,3,7
"224","Arkansas","BYU",16,-12.7865497076024,1,-7,122,6.6,20,0,0.194,1,-7,122,6.6,20,0,0.193939393939394,-10,-390,52,3,-7
"225","Cincinnati","Miami (OH)",-3,-53.7702978376174,2,125,188.5,0.699999999999999,13,-0.5,0.234,1,72,-75,-8,20,-2,0.158249158249159,-16.5,-625,47.5,3,-7
"226","Miami (OH)","Cincinnati",3,53.7702978376174,-2,-125,-188.5,-0.699999999999999,-13,0.5,-0.234,-1,-72,75,8,-20,2,-0.158249158249159,16.5,430,47.5,3,7
"227","Iowa State","Ohio",15,-53.7702978376174,0,-20.5,-102,-0.75,20,-2.5,0.0850000000000001,-1,-64,-64,-2.4,14,-2,-0.097962382445141,-2,-130,44.5,3,-3
"228","Ohio","Iowa State",-15,53.7702978376174,0,20.5,102,0.75,-20,2.5,-0.0850000000000001,1,64,64,2.4,-14,2,0.097962382445141,2,110,44.5,3,3
"229","San José State","Toledo",47,-21.0232558139536,0,-59,-74,-0.9,-9.5,-0.5,0.0259999999999999,0,12,-20,-1.1,-19,-1,-0.00207900207900302,7.5,250,57,3,-4
"230","Toledo","San José State",-47,21.0232558139536,0,59,74,0.9,9.5,0.5,-0.0259999999999999,0,-12,20,1.1,19,1,0.00207900207900302,-7.5,-300,57,3,4
"231","Iowa","Western Michigan",-84,-49.3652766639937,0,3,-58.5,1.05,-74,-0.5,-0.0509999999999999,0,15,-83,0.899999999999999,-99,0,-0.0502901353965191,-25,-6500,43.5,3,31
"232","Western Michigan","Iowa",84,49.3652766639937,0,-3,58.5,-1.05,74,0.5,0.0509999999999999,0,-15,83,-0.899999999999999,99,0,0.0502901353965191,25,1300,43.5,3,-31
"233","UMass","Eastern Michigan",13,-10.1025991792067,2,48.5,195.5,5.55,0.5,0,0.158,0,-19,154,3.4,7,1,0.178571428571429,10,305,53,3,-2
"234","Eastern Michigan","UMass",-13,10.1025991792067,-2,-48.5,-195.5,-5.55,-0.5,0,-0.158,0,19,-154,-3.4,-7,-1,-0.178571428571429,-10,-410,53,3,2
"235","Nebraska","Northern Illinois",-52,-49.3652766639937,-2.5,35.5,-20,-0.2,12.5,3,0.056,-2,56,3,-0.5,5,3,0.017241379310345,-13,-500,46,3,24
"236","Northern Illinois","Nebraska",52,49.3652766639937,2.5,-35.5,20,0.2,-12.5,-3,-0.056,2,-56,-3,0.5,-5,-3,-0.017241379310345,13,360,46,3,-24
"237","Liberty","Buffalo",-63,-2.154069767442,1.5,126,141.5,4.4,-3.5,1,-0.0590000000000001,2,128,210,6.3,12,1,-0.034146341463415,-4.5,-175,56.5,3,28
"238","Buffalo","Liberty",63,2.154069767442,-1.5,-126,-141.5,-4.4,3.5,-1,0.0590000000000001,-2,-128,-210,-6.3,-12,-1,0.034146341463415,4.5,150,56.5,3,-28
"239","Boston College","Florida State",88,0,-2,-74.5,-210,-5.1,38.5,0.5,-0.209,-3,-160,-240,-3.4,48,1,-0.115131578947368,28.5,1600,56.5,3,-2
"240","Florida State","Boston College",-88,0,2,74.5,210,5.1,-38.5,-0.5,0.209,3,160,240,3.4,-48,-1,0.115131578947368,-28.5,-10000,56.5,3,2
"241","Florida Atlantic","Clemson",73,40.6064285714286,0,-208,-237,-0.7,59,-1,-0.093,0,-208,-237,-0.7,59,-1,-0.0930232558139531,24,1050,52.5,3,-34
"242","Clemson","Florida Atlantic",-73,-40.6064285714286,0,208,237,0.7,-59,1,0.093,0,208,237,0.7,-59,1,0.0930232558139531,-24,-2500,52.5,3,34
"243","Old Dominion","Wake Forest",47,31.0030323450135,-1,8,-160.5,-5.45,-1.5,2,-0.124,-1,-87,-189,-3.7,11,2,-0.133846153846154,14,475,59.5,3,-3
"244","Wake Forest","Old Dominion",-47,-31.0030323450135,1,-8,160.5,5.45,1.5,-2,0.124,1,87,189,3.7,-11,-2,0.133846153846154,-14,-700,59.5,3,3
"245","Rutgers","Virginia Tech",-27,2.8602216748769,2,128,41.5,-0.25,5.5,0,0.00600000000000001,3,243,166,2.5,31,-1,0.026190476190476,-4.5,-185,39.5,3,19
"246","Virginia Tech","Rutgers",27,-2.8602216748769,-2,-128,-41.5,0.25,-5.5,0,-0.00600000000000001,-3,-243,-166,-2.5,-31,1,-0.026190476190476,4.5,160,39.5,3,-19
"247","Minnesota","North Carolina",48,2.8602216748769,-2.5,-68,-150,-1.5,-33.5,0.5,-0.119,-3,-23,-114,0.899999999999999,-43,2,-0.033333333333333,6.5,235,49,3,-18
"248","North Carolina","Minnesota",-48,-2.8602216748769,2.5,68,150,1.5,33.5,-0.5,0.119,3,23,114,-0.899999999999999,43,-2,0.033333333333333,-6.5,-285,49,3,18
"249","Maryland","Virginia",-88,2.8602216748769,0,225,135,-6.5,-30,1,-0.0750000000000001,0,225,135,-6.5,-30,1,-0.0747863247863251,-14,-625,50,3,28
"250","Virginia","Maryland",88,-2.8602216748769,0,-225,-135,6.5,30,-1,0.0750000000000001,0,-225,-135,6.5,30,-1,0.0747863247863251,14,430,50,3,-28
"251","Northwestern","Duke",79,2.8602216748769,-1.5,-101,-78,2.4,-13.5,-1,0.118,0,-15,17,5.3,-12,-2,0.15,19,700,46.5,3,-24
"252","Duke","Northwestern",-79,-2.8602216748769,1.5,101,78,-2.4,13.5,1,-0.118,0,15,-17,-5.3,12,2,-0.15,-19,-1200,46.5,3,24
"253","UT San Antonio","Army",-9,-1.51647058823531,1,11,115.5,-3.2,-0.5,-3,0.092,1,-14,93,-3.3,-30,-4,0.184210526315789,-10,-285,46.5,3,-8
"254","Army","UT San Antonio",9,1.51647058823531,-1,-11,-115.5,3.2,0.5,3,-0.092,-1,14,-93,3.3,30,4,-0.184210526315789,10,235,46.5,3,8
"255","South Alabama","Oklahoma State",-2,32.5478318437603,-0.5,-56,-113.5,0.149999999999999,8.5,4.5,0.111,0,-38,-39,0.3,-2,5,0.0791666666666671,9,240,47.5,3,26
"256","Oklahoma State","South Alabama",2,-32.5478318437603,0.5,56,113.5,-0.149999999999999,-8.5,-4.5,-0.111,0,38,39,-0.3,2,-5,-0.0791666666666671,-9,-290,47.5,3,-26
"257","Missouri","Kansas State",-8,-12.7865497076024,-1,14.5,-20.5,1.9,8,-0.5,0.097,-2,-35,-81,2.9,5,-1,0.080592105263158,5.5,190,46,3,3
"258","Kansas State","Missouri",8,12.7865497076024,1,-14.5,20.5,-1.9,-8,0.5,-0.097,2,35,81,-2.9,-5,1,-0.080592105263158,-5.5,-230,46,3,-3
"259","Tulsa","Oklahoma",90,42.1512280701754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1200,59.5,3,-49
"260","Oklahoma","Tulsa",-90,-42.1512280701754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,-5000,59.5,3,49
"261","Wyoming","Texas",43,32.7470420236638,1,66,-134,-4.8,-25,2,-0.103,1,66,-134,-4.8,-25,2,-0.102167182662539,28,1600,49,3,-21
"262","Texas","Wyoming",-43,-32.7470420236638,-1,-66,134,4.8,25,-2,0.103,-1,-66,134,4.8,25,-2,0.102167182662539,-28,-10000,49,3,21
"263","Houston","TCU",38,0,-2,-120,-152.5,-0.149999999999999,-43.5,-1.5,0.032,0,-79,-98,-0.6,-34,-1,-0.0132890365448499,8,260,62,3,-23
"264","TCU","Houston",-38,0,2,120,152.5,0.149999999999999,43.5,1.5,-0.032,0,79,98,0.6,34,1,0.0132890365448499,-8,-320,62,3,23
"265","Pittsburgh","West Virginia",48,1.5447994987468,-2,-63,-46,-0.4,-20,1,-0.281,-2,-63,-46,-0.4,-20,1,-0.280092592592593,1.5,-125,50,3,-11
"266","West Virginia","Pittsburgh",-48,-1.5447994987468,2,63,46,0.4,20,-1,0.281,2,63,46,0.4,20,-1,0.280092592592593,-1.5,105,50,3,11
"267","Louisiana Monroe","Texas A&M",88,45.3343815513627,-1,110,-135,-3.4,-20,-1,-0.101,-1,110,-135,-3.4,-20,-1,-0.101034692635423,32,2500,53.5,3,-44
"268","Texas A&M","Louisiana Monroe",-88,-45.3343815513627,1,-110,135,3.4,20,1,0.101,1,-110,135,3.4,20,1,0.101034692635423,-32,-20000,53.5,3,44
"269","Purdue","Syracuse",28,2.8602216748769,-1.5,-9,-101,-0.9,-30.5,0,0.00700000000000001,-1,26,-69,-1.5,-24,0,0.0610859728506791,0,120,57,3,-15
"270","Syracuse","Purdue",-28,-2.8602216748769,1.5,9,101,0.9,30.5,0,-0.00700000000000001,1,-26,69,1.5,24,0,-0.0610859728506791,0,-140,57,3,15
"271","Air Force","Utah State",-72,0,1,128,-71,0.3,-71,0,-0.334,1,128,-71,0.3,-71,0,-0.333333333333334,-8.5,-380,47,3,18
"272","Utah State","Air Force",72,0,-1,-128,71,-0.3,71,0,0.334,-1,-128,71,-0.3,71,0,0.333333333333334,8.5,290,47,3,-18
"273","Colorado","Colorado State",-53,-41.642177589852,2,19.5,152.5,2.65,17.5,-1,0.132,2,21,97,1.7,40,-1,0.0909090909090909,-21,-2200,59.5,3,8
"274","Colorado State","Colorado",53,41.642177589852,-2,-19.5,-152.5,-2.65,-17.5,1,-0.132,-2,-21,-97,-1.7,-40,1,-0.0909090909090909,21,1000,59.5,3,-8
"275","New Mexico State","New Mexico",-8,18.8691860465116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,-110,51,3,10
"276","New Mexico","New Mexico State",8,-18.8691860465116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,-110,51,3,-10
"277","Arizona State","Fresno State",73,-41.642177589852,0,-6,-210,-2.4,-36,0,-0.159,0,-6,-210,-2.4,-36,0,-0.159386973180077,2.5,145,51.5,3,-29
"278","Fresno State","Arizona State",-73,41.642177589852,0,6,210,2.4,36,0,0.159,0,6,210,2.4,36,0,0.159386973180077,-2.5,-170,51.5,3,29
"279","Oregon State","San Diego State",-71,-41.642177589852,3,88.5,184.5,4.35,27.5,-2,0.201,3,134,214,4.7,36,-3,0.259398496240602,-22,-2500,47.5,3,17
"280","San Diego State","Oregon State",71,41.642177589852,-3,-88.5,-184.5,-4.35,-27.5,2,-0.201,-3,-134,-214,-4.7,-36,3,-0.259398496240602,22,1000,47.5,3,-17
"281","Indiana","Louisville",77,2.8602216748769,-1,-156,-321,-3.9,16,-1,-0.131,-1,-156,-321,-3.9,16,-1,-0.130645161290323,9.5,280,54,3,-7
"282","Louisville","Indiana",-77,-2.8602216748769,1,156,321,3.9,-16,1,0.131,1,156,321,3.9,-16,1,0.130645161290323,-9.5,-360,54,3,7
"283","Western Kentucky","Ohio State",75,47.2112068965517,0,-14,85,0.100000000000001,14,-1,-0.003,0,-14,85,0.100000000000001,14,-1,-0.00333333333333308,27.5,1300,64,3,-53
"284","Ohio State","Western Kentucky",-75,-47.2112068965517,0,14,-85,-0.100000000000001,-14,1,0.003,0,14,-85,-0.100000000000001,-14,1,0.00333333333333308,-27.5,-6500,64,3,53
"285","Washington","Michigan State",-67,-13.3001567398119,0,-49,162,3.2,-6,0,0.193,0,-49,162,3.2,-6,0,0.192640692640693,-12,-750,58,3,34
"286","Michigan State","Washington",67,13.3001567398119,0,49,-162,-3.2,6,0,-0.193,0,49,-162,-3.2,6,0,-0.192640692640693,12,500,58,3,-34
"287","Illinois","Penn State",58,0,-0.5,7.5,-120.5,-3.55,74,1.5,-0.0479999999999999,0,-7,-137,-3.9,53,2,-0.0547619047619039,15,475,48,3,-17
"288","Penn State","Illinois",-58,0,0.5,-7.5,120.5,3.55,-74,-1.5,0.0479999999999999,0,7,137,3.9,-53,-2,0.0547619047619039,-15,-700,48,3,17
"289","Georgia Southern","Wisconsin",46,28.1428106701366,0.5,-84.5,26.5,0.7,25,-0.5,0.112,2,27,94,0.3,25,-1,0.1875,15,575,63,3,-21
"290","Wisconsin","Georgia Southern",-46,-28.1428106701366,-0.5,84.5,-26.5,-0.7,-25,0.5,-0.112,-2,-27,-94,-0.3,-25,1,-0.1875,-15,-900,63,3,21
"291","Appalachian State","East Carolina",-35,-9.6033962264151,2,73,225,2.4,-42,-1,0.093,2,73,225,2.4,-42,-1,0.092273068267067,-9.5,-370,50.5,3,15
"292","East Carolina","Appalachian State",35,9.6033962264151,-2,-73,-225,-2.4,42,1,-0.093,-2,-73,-225,-2.4,42,1,-0.092273068267067,9.5,285,50.5,3,-15
"293","Navy","Memphis",71,0,-2,-24,-220,-2.1,-14,0,-0.295,-2,-24,-220,-2.1,-14,0,-0.295566502463054,16,450,47,3,-4
"294","Memphis","Navy",-71,0,2,24,220,2.1,14,0,0.295,2,24,220,2.1,14,0,0.295566502463054,-16,-650,47,3,4
"295","Southern Mississippi","Tulane",86,-9.6033962264151,0.5,-2,-39.5,-5.9,22.5,-1.5,-0.12,0,-7,-84,-1.7,80,-1,-0.081875993640699,11,360,52.5,3,-18
"296","Tulane","Southern Mississippi",-86,9.6033962264151,-0.5,2,39.5,5.9,-22.5,1.5,0.12,0,7,84,1.7,-80,1,0.081875993640699,-11,-500,52.5,3,18
"297","Connecticut","Florida International",28,-7.9485294117647,-1,-33,-34.167,-0.717,1.667,-0.333,0.0600000000000001,-4,-173,-188,-2,10,0,-0.03525641025641,-10,-410,46.5,3,-7
"298","Florida International","Connecticut",-28,7.9485294117647,1,33,34.167,0.717,-1.667,0.333,-0.0600000000000001,4,173,188,2,-10,0,0.03525641025641,10,305,46.5,3,7
"299","North Texas","Louisiana Tech",4,-9.465,0,73,31.5,0.35,-23,1.5,-0.117,1,133,107,0.9,-12,1,-0.172727272727273,3,155,68.5,3,3
"300","Louisiana Tech","North Texas",-4,9.465,0,-73,-31.5,-0.35,23,-1.5,0.117,-1,-133,-107,-0.9,12,-1,0.172727272727273,-3,-180,68.5,3,-3
"301","Arizona","UTEP",-68,-60.5113636363636,0,-105.333,62.333,0,-11.333,3,0.0389999999999999,1,-13,112,0,13,2,0.068794326241135,-17,-950,55.5,3,21
"302","UTEP","Arizona",68,60.5113636363636,0,105.333,-62.333,0,11.333,-3,-0.0389999999999999,-1,13,-112,0,-13,-2,-0.068794326241135,17,600,55.5,3,-21
"303","Troy","James Madison",23,0,-2,-97,-109,-1.4,-34,2,-0.0770000000000001,-2,-97,-109,-1.4,-34,2,-0.077302631578947,-1,-125,49.5,3,-2
"304","James Madison","Troy",-23,0,2,97,109,1.4,34,-2,0.0770000000000001,2,97,109,1.4,34,-2,0.077302631578947,1,105,49.5,3,2
"305","Charlotte","Georgia State",54,9.6033962264151,-2.5,-115.5,-95,1.9,-4,1.5,-0.0379999999999999,-3,-125,-80,4,17,1,0.073076923076923,8.5,205,55.5,3,-16
"306","Georgia State","Charlotte",-54,-9.6033962264151,2.5,115.5,95,-1.9,4,-1.5,0.0379999999999999,3,125,80,-4,-17,-1,-0.073076923076923,-8.5,-245,55.5,3,16
"307","UAB","Louisiana",33,9.6033962264151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-130,58,3,-20
"308","Louisiana","UAB",-33,-9.6033962264151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,58,3,20
"309","Ohio State","Notre Dame",-6,-39.262677484787,0.5,-7,21,-1.05,-5.5,1,-0.014,1,34,106,1.4,-42,1,0.189814814814815,-7.5,-150,54,4,3
"310","Notre Dame","Ohio State",6,39.262677484787,-0.5,7,-21,1.05,5.5,-1,0.014,-1,-34,-106,-1.4,42,-1,-0.189814814814815,7.5,130,54,4,-3
"311","Charlotte","Florida",93,54.9377777777778,-0.5,8.5,-12.5,1.35,14.5,1.5,-0.094,-2,-95,7,0.8,35,2,-0.13452380952381,27,1300,51,4,-15
"312","Florida","Charlotte",-93,-54.9377777777778,0.5,-8.5,12.5,-1.35,-14.5,-1.5,0.094,2,95,-7,-0.8,-35,-2,0.13452380952381,-27,-6500,51,4,15
"313","UT San Antonio","Tennessee",53,54.9377777777778,1,62.333,-4,-1.633,-44.333,0.667,0.017,1,21,-27,0.5,-44,0,0.041394335511983,20,750,56,4,-31
"314","Tennessee","UT San Antonio",-53,-54.9377777777778,-1,-62.333,4,1.633,44.333,-0.667,-0.017,-1,-21,27,-0.5,44,0,-0.041394335511983,-20,-1400,56,4,31
"315","Mississippi State","South Carolina",10,0,-0.5,94,-76,-1,11.5,-0.5,-0.0580000000000001,0,41,-108,-2.4,-32,-2,-0.110016420361248,5,175,51,4,-7
"316","South Carolina","Mississippi State",-10,0,0.5,-94,76,1,-11.5,0.5,0.0580000000000001,0,-41,108,2.4,32,2,0.110016420361248,-5,-210,51,4,7
"317","Vanderbilt","Kentucky",73,0,-1.667,-47,-22,-1.35,0,0.333,-0.003,-2,-52,-30,-3,-15,1,-0.128898128898128,13.5,400,51,4,-17
"318","Kentucky","Vanderbilt",-73,0,1.667,47,22,1.35,0,-0.333,0.003,2,52,30,3,15,-1,0.128898128898128,-13.5,-575,51,4,17
"319","Ole Miss","Alabama",4,0,2,39,120.5,4.45,-17,-1,0.108,3,96,240,8.5,5,-1,0.091533180778032,14.5,215,55,4,-14
"320","Alabama","Ole Miss",-4,0,-2,-39,-120.5,-4.45,17,1,-0.108,-3,-96,-240,-8.5,-5,1,-0.091533180778032,-14.5,-260,55,4,14
"321","LSU","Arkansas",-24,0,0,-3,93,0.6,-65.5,0,-0.027,1,-14,106,2.8,-75,-2,0.152123552123552,-12.5,-950,56,4,3
"322","Arkansas","LSU",24,0,0,3,-93,-0.6,65.5,0,0.027,-1,14,-106,-2.8,75,2,-0.152123552123552,12.5,600,56,4,-3
"323","Texas A&M","Auburn",-16,0,2.5,-8.5,265,2.65,-3.5,-2.5,0.104,3,22,327,4.5,-6,-4,0.211764705882353,-7,-275,52,4,17
"324","Auburn","Texas A&M",16,0,-2.5,8.5,-265,-2.65,3.5,2.5,-0.104,-3,-22,-327,-4.5,6,4,-0.211764705882353,7,225,52,4,-17
"325","Bowling Green","Ohio",53,0,0.667,66.333,-2.33300000000003,-1.167,59.333,3,-0.188,1,79,81,0.2,71,5,-0.145161290322581,9,280,46,4,-31
"326","Ohio","Bowling Green",-53,0,-0.667,-66.333,2.33300000000003,1.167,-59.333,-3,0.188,-1,-79,-81,-0.2,-71,-5,0.145161290322581,-9,-360,46,4,31
"327","Fresno State","Kent State",-108,-21.0232558139536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,-5000,51,4,43
"328","Kent State","Fresno State",108,21.0232558139536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1300,51,4,-43
"329","Indiana","Akron",-29,-49.3652766639937,0,3,-4,0.600000000000001,-14,-0.5,-0.0690000000000001,1,9,118,4.2,-21,0,-0.00143472022955504,-17.5,-900,45,4,2
"330","Akron","Indiana",29,49.3652766639937,0,-3,4,-0.600000000000001,14,0.5,0.0690000000000001,-1,-9,-118,-4.2,21,0,0.00143472022955504,17.5,575,45,4,-2
"331","Western Michigan","Toledo",62,0,-0.5,-100.5,-90,0.65,25,-1,-0.0610000000000001,-1,-112,-82,2.8,-9,-2,-0.176328502415459,20.5,700,55,4,-18
"332","Toledo","Western Michigan",-62,0,0.5,100.5,90,-0.65,-25,1,0.0610000000000001,1,112,82,-2.8,9,2,0.176328502415459,-20.5,-1200,55,4,18
"333","Georgia Southern","Ball State",-50,-21.2224659938571,1,23,163.5,-0.100000000000001,21.5,2,-0.00900000000000001,0,0,160,0,14,4,-0.0987179487179479,-7,-275,58.5,4,37
"334","Ball State","Georgia Southern",50,21.2224659938571,-1,-23,-163.5,0.100000000000001,-21.5,-2,0.00900000000000001,0,0,-160,0,-14,-4,0.0987179487179479,7,225,58.5,4,-37
"335","Jacksonville State","Eastern Michigan",-115,-2.154069767442,2.5,62.833,82.5,1.033,-33.5,-0.333,0.11,0,-28,22,1.4,-55,1,0.071428571428571,-4.5,-200,50.5,4,21
"336","Eastern Michigan","Jacksonville State",115,2.154069767442,-2.5,-62.833,-82.5,-1.033,33.5,0.333,-0.11,0,28,-22,-1.4,55,-1,-0.071428571428571,4.5,170,50.5,4,-21
"337","South Alabama","Central Michigan",-14,-21.2224659938571,1.5,36,111,4.1,-25,1.5,0.176,2,120,176,5.7,-35,-1,0.105,-14.5,-700,52.5,4,-4
"338","Central Michigan","South Alabama",14,21.2224659938571,-1.5,-36,-111,-4.1,25,-1.5,-0.176,-2,-120,-176,-5.7,35,1,-0.105,14.5,475,52.5,4,4
"339","Tulsa","Northern Illinois",-15,-11.619069767442,-1.5,-21,48.5,3.35,10.5,4,0.153,0,49,143,4.6,23,4,0.157407407407408,3,150,53.5,4,8
"340","Northern Illinois","Tulsa",15,11.619069767442,1.5,21,-48.5,-3.35,-10.5,-4,-0.153,0,-49,-143,-4.6,-23,-4,-0.157407407407408,-3,-175,53.5,4,-8
"341","Louisiana","Buffalo",-35,-21.2224659938571,4,200.5,173.5,3.65,-7.5,2,0.0660000000000001,4,218,150,3.3,-10,1,0.0980392156862749,-9.5,-340,58,4,7
"342","Buffalo","Louisiana",35,21.2224659938571,-4,-200.5,-173.5,-3.65,7.5,-2,-0.0660000000000001,-4,-218,-150,-3.3,10,-1,-0.0980392156862749,9.5,270,58,4,-7
"343","Clemson","Florida State",25,0,-1.167,-1.667,-68.167,-3.717,-21.333,1,-0.029,1,35,27,-2.6,10,-1,-0.018939393939394,1.5,105,55,4,-7
"344","Florida State","Clemson",-25,0,1.167,1.667,68.167,3.717,21.333,-1,0.029,-1,-35,-27,2.6,-10,1,0.018939393939394,-1.5,-125,55,4,7
"345","Louisville","Boston College",-70,0,0,56.5,62.5,2.45,-57.5,0,0.0549999999999999,0,32,-35,1.3,-81,0,-0.023017902813299,-13.5,-625,55,4,28
"346","Boston College","Louisville",70,0,0,-56.5,-62.5,-2.45,57.5,0,-0.0549999999999999,0,-32,35,-1.3,81,0,0.023017902813299,13.5,430,55,4,-28
"347","Virginia","NC State",65,0,0,-92,20.5,4.9,33.5,1,0.123,0,7,10,1.3,-8,1,0.131410256410257,9,285,45.5,4,-3
"348","NC State","Virginia",-65,0,0,92,-20.5,-4.9,-33.5,-1,-0.123,0,-7,-10,-1.3,8,-1,-0.131410256410257,-9,-370,45.5,4,3
"349","Georgia Tech","Wake Forest",26,0,0.833,10,41,-0.149999999999999,-36.667,-0.667,0.00600000000000001,1,70,65,-0.3,-65,-3,0.08130081300813,7,200,60.5,4,14
"350","Wake Forest","Georgia Tech",-26,0,-0.833,-10,-41,0.149999999999999,36.667,0.667,-0.00600000000000001,-1,-70,-65,0.3,65,3,-0.08130081300813,-7,-240,60.5,4,-14
"351","Marshall","Virginia Tech",-18,31.0030323450135,2.333,48,67.667,1.867,-7.333,-0.333,0.0379999999999999,2,2,73,3.1,-36,-1,-0.00754310344827602,-7.5,-300,41.5,4,7
