"gameId","school","conference","homeAway","opponent","opponentConference","points","totalYards","netPassingYards","completionAttempts","passingTds","yardsPerPass","passesIntercepted","interceptionYards","interceptionTds","rushingAttempts","rushingYards","rushTds","yardsPerRushAttempt","firstDowns","thirdDownEff","fourthDownEff","puntReturns","puntReturnYards","puntReturnTds","kickReturnYards","kickReturnTds","kickReturns","kickingPoints","fumblesRecovered","fumblesLost","totalFumbles","tackles","tacklesForLoss","sacks","qbHurries","interceptions","passesDeflected","turnovers","defensiveTds","totalPenaltiesYards","possessionTime","pointsAllowed","totalYardsAllowed","netPassingYardsAllowed","completionAttemptsAllowed","passingTdsAllowed","yardsPerPassAllowed","passesInterceptedAllowed","interceptionYardsAllowed","interceptionTdsAllowed","rushingAttemptsAllowed","rushingYardsAllowed","rushTdsAllowed","yardsPerRushAttemptAllowed","firstDownsAllowed","thirdDownEffAllowed","fourthDownEffAllowed","puntReturnsAllowed","puntReturnYardsAllowed","puntReturnTdsAllowed","kickReturnYardsAllowed","kickReturnTdsAllowed","kickReturnsAllowed","kickingPointsAllowed","fumblesRecoveredAllowed","fumblesLostAllowed","totalFumblesAllowed","tacklesAllowed","tacklesForLossAllowed","sacksAllowed","qbHurriesAllowed","interceptionsAllowed","passesDeflectedAllowed","turnoversAllowed","defensiveTdsAllowed","totalPenaltiesYardsAllowed","possessionTimeAllowed","rowId","season","seasonType","week","startDate","homeTeam","homeConference","homeScore","awayTeam","awayConference","awayScore","provider","spread","formattedSpread","spreadOpen","overUnder","overUnderOpen","homeMoneyline","awayMoneyline","completionPercent","penaltyYards","penaltyYardsOpp","cbsRank","cbsRankOpp","cbsConfRank","cbsConfRankOpp"
401520171,"Northwestern","Big Ten","away","Rutgers","Big Ten",7,"201","189","24-41","1","4.6",NA,NA,NA,"22","12","0","0.5","13","5-15","1-3",NA,NA,NA,NA,NA,NA,"1","1","0","2","21","2","0","1","2","2","2","0","3-30","22:04",24,"285","163","17-29","1","5.6","2","0","0","44","122","2","2.8","20","8-18","3-3","1","-1","0",NA,NA,NA,"6","0","1","1","27","8","5","2","0","5","1","0","2-19","37:56",123,2023,"regular",1,"2023-09-03T16:00:00.000Z","Rutgers","Big Ten",24,"Northwestern","Big Ten",7,"Bovada","-5.0","Rutgers -5.0","-6.0","38.0","40.5",-270,220,0.585365853658537,30,19,92,55,51.6875,51.6875
401520171,"Rutgers","Big Ten","home","Northwestern","Big Ten",24,"285","163","17-29","1","5.6","2","0","0","44","122","2","2.8","20","8-18","3-3","1","-1","0",NA,NA,NA,"6","0","1","1","27","8","5","2","0","5","1","0","2-19","37:56",7,"201","189","24-41","1","4.6",NA,NA,NA,"22","12","0","0.5","13","5-15","1-3",NA,NA,NA,NA,NA,NA,"1","1","0","2","21","2","0","1","2","2","2","0","3-30","22:04",124,2023,"regular",1,"2023-09-03T16:00:00.000Z","Rutgers","Big Ten",24,"Northwestern","Big Ten",7,"Bovada","-5.0","Rutgers -5.0","-6.0","38.0","40.5",-270,220,0.586206896551724,19,30,55,92,51.6875,51.6875
401520148,"Nebraska","Big Ten","away","Minnesota","Big Ten",10,"295","114","11-19","1","6.0","1","0","0","37","181","0","4.9","18","5-11","0-0","2","8","0","78","0","2","4","0","1","1","36","5","3","3","3","4","4","0","7-55","29:18",13,"251","196","24-44","1","4.5","3","14","0","25","55","0","2.2","20","8-17","2-2","1","10","0","49","0","3","7","1","0","0","38","5","3","5","1","3","1","0","3-25","30:42",127,2023,"regular",1,"2023-09-01T00:00:00.000Z","Minnesota","Big Ten",13,"Nebraska","Big Ten",10,"Bovada","-7.5","Minnesota -7.5","-6.5","43.0","47.0",-300,250,0.578947368421053,55,25,59,70,51.6875,51.6875
401520148,"Minnesota","Big Ten","home","Nebraska","Big Ten",13,"251","196","24-44","1","4.5","3","14","0","25","55","0","2.2","20","8-17","2-2","1","10","0","49","0","3","7","1","0","0","38","5","3","5","1","3","1","0","3-25","30:42",10,"295","114","11-19","1","6.0","1","0","0","37","181","0","4.9","18","5-11","0-0","2","8","0","78","0","2","4","0","1","1","36","5","3","3","3","4","4","0","7-55","29:18",128,2023,"regular",1,"2023-09-01T00:00:00.000Z","Minnesota","Big Ten",13,"Nebraska","Big Ten",10,"Bovada","-7.5","Minnesota -7.5","-6.5","43.0","47.0",-300,250,0.545454545454545,25,55,70,59,51.6875,51.6875
401525450,"New Mexico State","Conference USA","home","UMass","FBS Independents",30,"470","248","16-27","3","9.2",NA,NA,NA,"38","222","1","5.8","22","2-9","1-1","1","7","0","38","0","2","6","0","1","1","33","4","0","2","2","4","3","0","3-40","31:45",41,"389","192","10-17","0","11.3","2","55","1","37","197","4","5.3","17","4-12","1-1",NA,NA,NA,"6","0","1","11","1","0","0","42","4","3","0","0","2","0","1","8-69","28:15",129,2023,"regular",1,"2023-08-26T23:00:00.000Z","New Mexico State","Conference USA",30,"UMass","FBS Independents",41,"Bovada","-7.5","New Mexico State -7.5","-8.5","45.5","44.5",-310,255,0.592592592592593,40,69,113,124,101.535714285714,85.8571428571429
401525450,"UMass","FBS Independents","away","New Mexico State","Conference USA",41,"389","192","10-17","0","11.3","2","55","1","37","197","4","5.3","17","4-12","1-1",NA,NA,NA,"6","0","1","11","1","0","0","42","4","3","0","0","2","0","1","8-69","28:15",30,"470","248","16-27","3","9.2",NA,NA,NA,"38","222","1","5.8","22","2-9","1-1","1","7","0","38","0","2","6","0","1","1","33","4","0","2","2","4","3","0","3-40","31:45",130,2023,"regular",1,"2023-08-26T23:00:00.000Z","New Mexico State","Conference USA",30,"UMass","FBS Independents",41,"Bovada","-7.5","New Mexico State -7.5","-8.5","45.5","44.5",-310,255,0.588235294117647,69,40,124,113,85.8571428571429,101.535714285714
401531377,"UAB","American Athletic","home","North Carolina A&T","CAA",35,"458","291","38-41","3","7.1",NA,NA,NA,"30","167","2","5.6","31","8-10","0-0",NA,NA,NA,"41","0","2","5","0","1","1","28","9","6","1","0","2","1","0","5-45","31:08",6,"163","16","2-8","0","2.0",NA,NA,NA,"41","147","0","3.6","12","4-12","0-1",NA,NA,NA,"70","0","3","6","1","0","1","42","7","0","0","0","2","0","0","2-10","28:52",145,2023,"regular",1,"2023-09-01T00:00:00.000Z","UAB","American Athletic",35,"North Carolina A&T","CAA",6,"Bovada","-24.0","UAB -24.0","-22.5","50.5","50.5",-2200,1000,0.926829268292683,45,10,121,NA,91.7435897435897,NA
401531377,"North Carolina A&T","CAA","away","UAB","American Athletic",6,"163","16","2-8","0","2.0",NA,NA,NA,"41","147","0","3.6","12","4-12","0-1",NA,NA,NA,"70","0","3","6","1","0","1","42","7","0","0","0","2","0","0","2-10","28:52",35,"458","291","38-41","3","7.1",NA,NA,NA,"30","167","2","5.6","31","8-10","0-0",NA,NA,NA,"41","0","2","5","0","1","1","28","9","6","1","0","2","1","0","5-45","31:08",146,2023,"regular",1,"2023-09-01T00:00:00.000Z","UAB","American Athletic",35,"North Carolina A&T","CAA",6,"Bovada","-24.0","UAB -24.0","-22.5","50.5","50.5",-2200,1000,0.25,10,45,NA,121,NA,91.7435897435897
401525818,"Cincinnati","Big 12","home","Eastern Kentucky","UAC",66,"667","438","23-27","6","16.2","2","6","0","44","229","3","5.2","30","10-14","2-2","4","34","0","42","0","2","12","1","1","3","32","7","3","1","0","2","1","0","7-55","31:46",13,"302","177","13-25","1","7.1",NA,NA,NA,"32","125","0","3.9","15","3-11","0-1",NA,NA,NA,"118","0","6","7","1","1","3","32","6","2","0","2","1","3","0","7-42","28:14",155,2023,"regular",1,"2023-09-02T19:30:00.000Z","Cincinnati","Big 12",66,"Eastern Kentucky","UAC",13,"Bovada","-21.5","Cincinnati -21.5","-23.5","58.0","55.5",-2500,1000,0.851851851851852,55,42,56,NA,48.4222222222222,NA
401525818,"Eastern Kentucky","UAC","away","Cincinnati","Big 12",13,"302","177","13-25","1","7.1",NA,NA,NA,"32","125","0","3.9","15","3-11","0-1",NA,NA,NA,"118","0","6","7","1","1","3","32","6","2","0","2","1","3","0","7-42","28:14",66,"667","438","23-27","6","16.2","2","6","0","44","229","3","5.2","30","10-14","2-2","4","34","0","42","0","2","12","1","1","3","32","7","3","1","0","2","1","0","7-55","31:46",156,2023,"regular",1,"2023-09-02T19:30:00.000Z","Cincinnati","Big 12",66,"Eastern Kentucky","UAC",13,"Bovada","-21.5","Cincinnati -21.5","-23.5","58.0","55.5",-2500,1000,0.52,42,55,NA,56,NA,48.4222222222222
401520181,"Western Kentucky","Conference USA","home","South Florida","American Athletic",41,"465","336","29-50","2","6.7","2","8","0","23","129","2","5.6","22","6-16","1-2","1","-1","0","63","0","4","11","1","0","0","54","6","5","4","0","6","0","0","9-55","29:31",24,"540","166","15-34","1","4.9",NA,NA,NA,"61","374","2","6.1","26","8-21","4-5","3","4","0","32","0","2","6","0","1","1","46","5","0","2","2","5","3","0","11-100","30:29",167,2023,"regular",1,"2023-09-02T19:30:00.000Z","Western Kentucky","Conference USA",41,"South Florida","American Athletic",24,"Bovada","-13.0","Western Kentucky -13.0","-11.5","71.5","70.0",-480,350,0.58,55,100,81,98,101.535714285714,91.7435897435897
401520181,"South Florida","American Athletic","away","Western Kentucky","Conference USA",24,"540","166","15-34","1","4.9",NA,NA,NA,"61","374","2","6.1","26","8-21","4-5","3","4","0","32","0","2","6","0","1","1","46","5","0","2","2","5","3","0","11-100","30:29",41,"465","336","29-50","2","6.7","2","8","0","23","129","2","5.6","22","6-16","1-2","1","-1","0","63","0","4","11","1","0","0","54","6","5","4","0","6","0","0","9-55","29:31",168,2023,"regular",1,"2023-09-02T19:30:00.000Z","Western Kentucky","Conference USA",41,"South Florida","American Athletic",24,"Bovada","-13.0","Western Kentucky -13.0","-11.5","71.5","70.0",-480,350,0.441176470588235,100,55,98,81,91.7435897435897,101.535714285714
401520172,"Louisiana Tech","Conference USA","away","SMU","American Athletic",14,"269","241","21-33","1","7.3",NA,NA,NA,"24","28","1","1.2","11","5-14","0-2","2","11","0","51","0","3","2","0","0",NA,"49","4","0","1","1","6","1","0","5-54","26:01",38,"457","248","23-38","3","6.5","1","16","1","41","209","1","5.1","24","7-19","3-4","2","19","0",NA,NA,NA,"8","0","0",NA,"35","11","6","3","0","3","0","1","6-42","33:59",173,2023,"regular",1,"2023-09-02T16:00:00.000Z","SMU","American Athletic",38,"Louisiana Tech","Conference USA",14,"Bovada","-21.0","SMU -21.0","-17.0","66.5","65.5",-1000,625,0.636363636363636,54,42,112,48,101.535714285714,91.7435897435897
401520172,"SMU","American Athletic","home","Louisiana Tech","Conference USA",38,"457","248","23-38","3","6.5","1","16","1","41","209","1","5.1","24","7-19","3-4","2","19","0",NA,NA,NA,"8","0","0",NA,"35","11","6","3","0","3","0","1","6-42","33:59",14,"269","241","21-33","1","7.3",NA,NA,NA,"24","28","1","1.2","11","5-14","0-2","2","11","0","51","0","3","2","0","0",NA,"49","4","0","1","1","6","1","0","5-54","26:01",174,2023,"regular",1,"2023-09-02T16:00:00.000Z","SMU","American Athletic",38,"Louisiana Tech","Conference USA",14,"Bovada","-21.0","SMU -21.0","-17.0","66.5","65.5",-1000,625,0.605263157894737,42,54,48,112,91.7435897435897,101.535714285714
401531347,"South Alabama","Sun Belt","away","Tulane","American Athletic",17,"265","190","23-30","1","6.3",NA,NA,NA,"32","75","1","2.3","18","8-13","0-1",NA,NA,NA,"59","0","3","5","3","3","3","30","4","1","0","2","0","5","0","7-60","29:23",37,"436","294","14-15","4","19.6","2","5","0","38","142","0","3.7","16","4-8","0-0",NA,NA,NA,NA,NA,NA,"13","3","3","3","43","7","5","0","0","3","3","0","7-70","30:37",175,2023,"regular",1,"2023-09-03T00:00:00.000Z","Tulane","American Athletic",37,"South Alabama","Sun Belt",17,"Bovada","-6.0","Tulane -6.0","-7.0","51.0","55.0",-250,210,0.766666666666667,60,70,74,33,83.15,91.7435897435897
401531347,"Tulane","American Athletic","home","South Alabama","Sun Belt",37,"436","294","14-15","4","19.6","2","5","0","38","142","0","3.7","16","4-8","0-0",NA,NA,NA,NA,NA,NA,"13","3","3","3","43","7","5","0","0","3","3","0","7-70","30:37",17,"265","190","23-30","1","6.3",NA,NA,NA,"32","75","1","2.3","18","8-13","0-1",NA,NA,NA,"59","0","3","5","3","3","3","30","4","1","0","2","0","5","0","7-60","29:23",176,2023,"regular",1,"2023-09-03T00:00:00.000Z","Tulane","American Athletic",37,"South Alabama","Sun Belt",17,"Bovada","-6.0","Tulane -6.0","-7.0","51.0","55.0",-250,210,0.933333333333333,70,60,33,74,91.7435897435897,83.15
401520153,"Maine","CAA","away","Florida International","Conference USA",12,"378","213","21-44","0","4.8","1","0","0","41","165","1","4.0","27","5-15","1-3",NA,NA,NA,"17","0","1","6","2","1","3","25","4","3","1","0","3","1","0","5-50","37:35",14,"305","292","15-30","2","9.7",NA,NA,NA,"24","13","0","0.5","13","3-12","0-3","2","34","0","44","0","2","2","1","2","3","43","6","3","3","1","7","3","0","8-79","22:25",177,2023,"regular",1,"2023-09-02T22:30:00.000Z","Florida International","Conference USA",14,"Maine","CAA",12,"Bovada","-15.0","Florida International -15.0","-10.0","46.5","49.5",-415,310,0.477272727272727,50,79,NA,97,NA,101.535714285714
401520153,"Florida International","Conference USA","home","Maine","CAA",14,"305","292","15-30","2","9.7",NA,NA,NA,"24","13","0","0.5","13","3-12","0-3","2","34","0","44","0","2","2","1","2","3","43","6","3","3","1","7","3","0","8-79","22:25",12,"378","213","21-44","0","4.8","1","0","0","41","165","1","4.0","27","5-15","1-3",NA,NA,NA,"17","0","1","6","2","1","3","25","4","3","1","0","3","1","0","5-50","37:35",178,2023,"regular",1,"2023-09-02T22:30:00.000Z","Florida International","Conference USA",14,"Maine","CAA",12,"Bovada","-15.0","Florida International -15.0","-10.0","46.5","49.5",-415,310,0.5,79,50,97,NA,101.535714285714,NA
401520146,"Louisiana Tech","Conference USA","home","Florida International","Conference USA",22,"447","333","34-44","1","7.6","1","0","0","39","114","1","2.9","27","8-16","1-1","1","0","0","25","0","1","10","0","1","2","14","6","2","0","1","1","2","0","5-47","38:18",17,"182","4","5-14","0","0.3","1","17","0","30","178","2","5.9","8","3-12","0-0",NA,NA,NA,NA,NA,NA,"5","1","0","0","45","8","2","1","1","0","1","0","5-50","21:42",179,2023,"regular",1,"2023-08-27T01:00:00.000Z","Louisiana Tech","Conference USA",22,"Florida International","Conference USA",17,"Bovada","-11.0","Louisiana Tech -11.0","-9.5","58.5","59.0",-450,335,0.772727272727273,47,50,112,97,101.535714285714,101.535714285714
401520146,"Florida International","Conference USA","away","Louisiana Tech","Conference USA",17,"182","4","5-14","0","0.3","1","17","0","30","178","2","5.9","8","3-12","0-0",NA,NA,NA,NA,NA,NA,"5","1","0","0","45","8","2","1","1","0","1","0","5-50","21:42",22,"447","333","34-44","1","7.6","1","0","0","39","114","1","2.9","27","8-16","1-1","1","0","0","25","0","1","10","0","1","2","14","6","2","0","1","1","2","0","5-47","38:18",180,2023,"regular",1,"2023-08-27T01:00:00.000Z","Louisiana Tech","Conference USA",22,"Florida International","Conference USA",17,"Bovada","-11.0","Louisiana Tech -11.0","-9.5","58.5","59.0",-450,335,0.357142857142857,50,47,97,112,101.535714285714,101.535714285714
401520177,"Incarnate Word","Southland","away","UTEP","Conference USA",14,"308","245","18-31","1","7.9",NA,NA,NA,"27","64","1","2.4","19","5-14","2-3","2","38","0","80","0","4","2","0","0","2","28","1","1","2","1","0","1","0","10-93","24:28",28,"423","94","10-13","2","7.2","1","0","0","50","329","2","6.6","25","6-9","0-0",NA,NA,NA,"22","0","1","4","0","0",NA,"34","4","2","0","0","5","0","0","10-102","35:32",181,2023,"regular",1,"2023-09-03T01:00:00.000Z","UTEP","Conference USA",28,"Incarnate Word","Southland",14,"Bovada","-7.5","UTEP -7.5","-7.0","57.5","57.5",-280,230,0.580645161290323,93,102,NA,122,NA,101.535714285714
401520177,"UTEP","Conference USA","home","Incarnate Word","Southland",28,"423","94","10-13","2","7.2","1","0","0","50","329","2","6.6","25","6-9","0-0",NA,NA,NA,"22","0","1","4","0","0",NA,"34","4","2","0","0","5","0","0","10-102","35:32",14,"308","245","18-31","1","7.9",NA,NA,NA,"27","64","1","2.4","19","5-14","2-3","2","38","0","80","0","4","2","0","0","2","28","1","1","2","1","0","1","0","10-93","24:28",182,2023,"regular",1,"2023-09-03T01:00:00.000Z","UTEP","Conference USA",28,"Incarnate Word","Southland",14,"Bovada","-7.5","UTEP -7.5","-7.0","57.5","57.5",-280,230,0.769230769230769,102,93,122,NA,101.535714285714,NA
401520145,"Jacksonville State","Conference USA","home","UTEP","Conference USA",17,"275","67","10-20","0","3.4","2","1","0","44","208","2","4.7","15","7-16","1-2","1","1","0",NA,NA,NA,"5","1","0","0","28","3","2","4","0","3","0","0","4-52","25:22",14,"364","208","17-29","1","7.2",NA,NA,NA,"43","156","1","3.6","22","3-12","1-3","1","5","0",NA,NA,NA,"2","0","1","1","33","4","1","2","2","2","3","0","5-55","34:38",183,2023,"regular",1,"2023-08-26T21:30:00.000Z","Jacksonville State","Conference USA",17,"UTEP","Conference USA",14,"Bovada","1.0","UTEP -1.0","-2.5","53.5","52.5",-105,-115,0.5,52,55,NA,122,101.535714285714,101.535714285714
401520145,"UTEP","Conference USA","away","Jacksonville State","Conference USA",14,"364","208","17-29","1","7.2",NA,NA,NA,"43","156","1","3.6","22","3-12","1-3","1","5","0",NA,NA,NA,"2","0","1","1","33","4","1","2","2","2","3","0","5-55","34:38",17,"275","67","10-20","0","3.4","2","1","0","44","208","2","4.7","15","7-16","1-2","1","1","0",NA,NA,NA,"5","1","0","0","28","3","2","4","0","3","0","0","4-52","25:22",184,2023,"regular",1,"2023-08-26T21:30:00.000Z","Jacksonville State","Conference USA",17,"UTEP","Conference USA",14,"Bovada","1.0","UTEP -1.0","-2.5","53.5","52.5",-105,-115,0.586206896551724,55,52,122,NA,101.535714285714,101.535714285714
401523991,"North Texas","American Athletic","home","California","Pac-12",21,"225","184","15-26","3","7.1","1","37","0","27","41","0","1.5","10","2-11","0-1","1","0","0","74","0","4","3","1","0","2","56","7","1","7","3","4","3","0","2-20","20:53",58,"683","322","27-39","2","8.3","3","45","0","56","361","6","6.4","29","9-18","3-3","1","0","0",NA,NA,NA,"8","0","1","2","28","6","3","2","1","3","2","0","8-60","39:07",187,2023,"regular",1,"2023-09-02T20:00:00.000Z","North Texas","American Athletic",21,"California","Pac-12",58,"Bovada","4.5","California -4.5","9.0","53.5","56.0",240,-290,0.576923076923077,20,60,108,65,91.7435897435897,37.3823529411765
401523991,"California","Pac-12","away","North Texas","American Athletic",58,"683","322","27-39","2","8.3","3","45","0","56","361","6","6.4","29","9-18","3-3","1","0","0",NA,NA,NA,"8","0","1","2","28","6","3","2","1","3","2","0","8-60","39:07",21,"225","184","15-26","3","7.1","1","37","0","27","41","0","1.5","10","2-11","0-1","1","0","0","74","0","4","3","1","0","2","56","7","1","7","3","4","3","0","2-20","20:53",188,2023,"regular",1,"2023-09-02T20:00:00.000Z","North Texas","American Athletic",21,"California","Pac-12",58,"Bovada","4.5","California -4.5","9.0","53.5","56.0",240,-290,0.692307692307692,60,20,65,108,37.3823529411765,91.7435897435897
401523995,"Coastal Carolina","Sun Belt","away","UCLA","Pac-12",13,"345","289","28-43","1","6.7","3","29","0","34","56","0","1.6","21","8-16","1-2","1","-1","0","15","0","1","7","0","1","1","30","2","1","3","2","3","3","0","3-45","34:50",27,"417","264","17-29","3","9.1","2","8","0","31","153","0","4.9","19","7-12","0-0",NA,NA,NA,"39","0","2","9","1","0","1","46","10","4","7","3","1","3","0","8-55","25:10",189,2023,"regular",1,"2023-09-03T02:30:00.000Z","UCLA","Pac-12",27,"Coastal Carolina","Sun Belt",13,"Bovada","-15.5","UCLA -15.5","-15.5","67.5","65.0",-750,500,0.651162790697674,45,55,82,26,83.15,37.3823529411765
401523995,"UCLA","Pac-12","home","Coastal Carolina","Sun Belt",27,"417","264","17-29","3","9.1","2","8","0","31","153","0","4.9","19","7-12","0-0",NA,NA,NA,"39","0","2","9","1","0","1","46","10","4","7","3","1","3","0","8-55","25:10",13,"345","289","28-43","1","6.7","3","29","0","34","56","0","1.6","21","8-16","1-2","1","-1","0","15","0","1","7","0","1","1","30","2","1","3","2","3","3","0","3-45","34:50",190,2023,"regular",1,"2023-09-03T02:30:00.000Z","UCLA","Pac-12",27,"Coastal Carolina","Sun Belt",13,"Bovada","-15.5","UCLA -15.5","-15.5","67.5","65.0",-750,500,0.586206896551724,55,45,26,82,37.3823529411765,83.15
401531834,"Rhode Island","CAA","away","Georgia State","Sun Belt",35,"520","408","24-40","4","10.2",NA,NA,NA,"35","112","1","3.2","22","13-20","1-1","2","31","0","33","0","2","5","0","0","2","46","3","0","0","2","3","2","0","9-70","36:19",42,"424","193","16-20","2","9.7","2","21","1","38","231","3","6.1","20","6-12","1-1",NA,NA,NA,"110","0","5","6","0","0",NA,"43","5","2","2","0","4","0","1","5-65","23:41",199,2023,"regular",1,"2023-08-31T23:00:00.000Z","Georgia State","Sun Belt",42,"Rhode Island","CAA",35,"Bovada","-16.5","Georgia State -16.5","-19.0","56.0","55.5",-1200,700,0.6,70,65,NA,64,NA,83.15
401531834,"Georgia State","Sun Belt","home","Rhode Island","CAA",42,"424","193","16-20","2","9.7","2","21","1","38","231","3","6.1","20","6-12","1-1",NA,NA,NA,"110","0","5","6","0","0",NA,"43","5","2","2","0","4","0","1","5-65","23:41",35,"520","408","24-40","4","10.2",NA,NA,NA,"35","112","1","3.2","22","13-20","1-1","2","31","0","33","0","2","5","0","0","2","46","3","0","0","2","3","2","0","9-70","36:19",200,2023,"regular",1,"2023-08-31T23:00:00.000Z","Georgia State","Sun Belt",42,"Rhode Island","CAA",35,"Bovada","-16.5","Georgia State -16.5","-19.0","56.0","55.5",-1200,700,0.8,65,70,64,NA,83.15,NA
401531840,"Alcorn State","SWAC","away","Southern Mississippi","Sun Belt",14,"226","44","5-14","0","3.1","1","8","0","29","182","2","6.3","8","3-11","0-0","1","0","0","118","0","6","2","0","0",NA,"36","7","4","2","2","2","2","0","7-77","21:43",40,"441","296","24-31","3","9.5","2","0","0","38","145","1","3.8","25","5-14","2-2","3","28","0","39","0","2","16","0","0","1","21","2","0","2","1","4","1","0","5-35","38:17",203,2023,"regular",1,"2023-09-02T23:00:00.000Z","Southern Mississippi","Sun Belt",40,"Alcorn State","SWAC",14,"Bovada","-24.5","Southern Mississippi -24.5","-24.0","47.5","46.5",-5000,1300,0.357142857142857,77,35,NA,120,NA,83.15
401531840,"Southern Mississippi","Sun Belt","home","Alcorn State","SWAC",40,"441","296","24-31","3","9.5","2","0","0","38","145","1","3.8","25","5-14","2-2","3","28","0","39","0","2","16","0","0","1","21","2","0","2","1","4","1","0","5-35","38:17",14,"226","44","5-14","0","3.1","1","8","0","29","182","2","6.3","8","3-11","0-0","1","0","0","118","0","6","2","0","0",NA,"36","7","4","2","2","2","2","0","7-77","21:43",204,2023,"regular",1,"2023-09-02T23:00:00.000Z","Southern Mississippi","Sun Belt",40,"Alcorn State","SWAC",14,"Bovada","-24.5","Southern Mississippi -24.5","-24.0","47.5","46.5",-5000,1300,0.774193548387097,35,77,120,NA,83.15,NA
401540027,"Sacred Heart","NEC","home","Lafayette","Patriot",14,"254","138","17-28","1","4.9","1","25","0","39","116","1","3.0","18","9-18","2-3","2","3","0","96","0","4","2","3","0","2",NA,NA,NA,NA,"1",NA,"1",NA,"9-73","35:04",19,"292","69","8-15","0","4.6","1","0","0","35","223","3","6.4","20","3-9","1-1","1","6","0","27","0","1","1","0","1","1",NA,NA,NA,NA,"1",NA,"2",NA,"7-65","24:56",211,2023,"regular",1,"2023-09-02T22:00:00.000Z","Sacred Heart","NEC",14,"Lafayette","Patriot",19,"Bovada","-5.5","Sacred Heart -5.5","-6.5","38.5","41.5",-270,220,0.607142857142857,73,65,NA,NA,NA,NA
401540027,"Lafayette","Patriot","away","Sacred Heart","NEC",19,"292","69","8-15","0","4.6","1","0","0","35","223","3","6.4","20","3-9","1-1","1","6","0","27","0","1","1","0","1","1",NA,NA,NA,NA,"1",NA,"2",NA,"7-65","24:56",14,"254","138","17-28","1","4.9","1","25","0","39","116","1","3.0","18","9-18","2-3","2","3","0","96","0","4","2","3","0","2",NA,NA,NA,NA,"1",NA,"1",NA,"9-73","35:04",212,2023,"regular",1,"2023-09-02T22:00:00.000Z","Sacred Heart","NEC",14,"Lafayette","Patriot",19,"Bovada","-5.5","Sacred Heart -5.5","-6.5","38.5","41.5",-270,220,0.533333333333333,65,73,NA,NA,NA,NA
401540148,"Jackson State","SWAC","away","Florida A&M","SWAC",10,"303","231","20-34","1","6.8",NA,NA,NA,"32","72","0","2.3","17","2-14","3-4","1","5","0","81","0","3","4","0","2","3",NA,NA,NA,NA,"0",NA,"2",NA,"4-30","29:01",28,"358","150","12-22","2","6.8",NA,NA,NA,"39","208","1","5.3","18","6-13","0-1","3","95","0","130","1","3","4","2","0","0",NA,NA,NA,NA,"0",NA,"0",NA,"6-50","30:59",215,2023,"regular",1,"2023-09-03T19:00:00.000Z","Florida A&M","SWAC",28,"Jackson State","SWAC",10,"Bovada","3.5","Jackson State -3.5","4.5","47.5","49.0",160,-185,0.588235294117647,30,50,NA,NA,NA,NA
401540148,"Florida A&M","SWAC","home","Jackson State","SWAC",28,"358","150","12-22","2","6.8",NA,NA,NA,"39","208","1","5.3","18","6-13","0-1","3","95","0","130","1","3","4","2","0","0",NA,NA,NA,NA,"0",NA,"0",NA,"6-50","30:59",10,"303","231","20-34","1","6.8",NA,NA,NA,"32","72","0","2.3","17","2-14","3-4","1","5","0","81","0","3","4","0","2","3",NA,NA,NA,NA,"0",NA,"2",NA,"4-30","29:01",216,2023,"regular",1,"2023-09-03T19:00:00.000Z","Florida A&M","SWAC",28,"Jackson State","SWAC",10,"Bovada","3.5","Jackson State -3.5","4.5","47.5","49.0",160,-185,0.545454545454545,50,30,NA,NA,NA,NA
401540115,"Southern","SWAC","away","Alabama State","SWAC",10,"235","166","17-35","1","4.7",NA,NA,NA,"27","69","0","2.6","15","4-14","4-5",NA,NA,NA,"32","0","2","4","0","2","2",NA,NA,NA,NA,"2",NA,"4",NA,"6-50","30:44",14,"266","180","15-21","2","8.6","2","-4","0","37","86","0","2.3","13","5-13","0-2","1","31","0",NA,NA,NA,"2","2","0","0",NA,NA,NA,NA,"0",NA,"0",NA,"4-20","29:16",217,2023,"regular",1,"2023-09-02T22:00:00.000Z","Alabama State","SWAC",14,"Southern","SWAC",10,"Bovada","2.5","Southern -2.5","6.0","42.5","42.5",200,-240,0.485714285714286,50,20,NA,NA,NA,NA
401540115,"Alabama State","SWAC","home","Southern","SWAC",14,"266","180","15-21","2","8.6","2","-4","0","37","86","0","2.3","13","5-13","0-2","1","31","0",NA,NA,NA,"2","2","0","0",NA,NA,NA,NA,"0",NA,"0",NA,"4-20","29:16",10,"235","166","17-35","1","4.7",NA,NA,NA,"27","69","0","2.6","15","4-14","4-5",NA,NA,NA,"32","0","2","4","0","2","2",NA,NA,NA,NA,"2",NA,"4",NA,"6-50","30:44",218,2023,"regular",1,"2023-09-02T22:00:00.000Z","Alabama State","SWAC",14,"Southern","SWAC",10,"Bovada","2.5","Southern -2.5","6.0","42.5","42.5",200,-240,0.714285714285714,20,50,NA,NA,NA,NA
